"","Cmean","pval","I","pval.1","Lambda","pval.2","K","pval.3","K.star","pval.4"
"2",0.696905428945876,0.001,0.364714006210257,0.001,1.00001274834838,0.001,0.131787444247787,0.001,0.564196713667903,0.001
"3",0.671491260792779,0.001,0.248139886743963,0.005,1.0155190431888,0.001,3.83516816528142,0.001,1.47138469794347,0.001
"4",0.828129302400646,0.001,0.383148642098922,0.001,1.01995062134291,0.001,2.05950288313891,0.001,1.21326366573621,0.001
"5",0.673208417011328,0.001,0.195825749411893,0.008,1.01540789857963,0.001,2.03639527467485,0.001,0.79248875376996,0.001
"6",0.878872421179541,0.001,0.472386995976315,0.001,1.00404666988974,0.001,2.41072026678778,0.001,1.43532395229274,0.001
"7",0.761557984324616,0.001,0.39812267735559,0.001,1.00892539314757,0.001,0.62762848939333,0.001,0.683114044736201,0.001
"8",0.942050056069455,0.001,0.641494692016584,0.001,1.00473401529639,0.001,2.37729179975366,0.001,3.13425605987327,0.001
"9",0.869172522203374,0.001,0.589985897465418,0.001,0.999985322634167,0.001,0.749505711954833,0.001,1.66369475764143,0.001
"10",0.773393760878656,0.001,0.354486611423094,0.001,1.02178168987785,0.001,1.06969020414869,0.001,0.853659121533877,0.001
"11",0.366552741083857,0.001,0.422804415493989,0.001,1.00982913426926,0.001,0.7606165006795,0.001,0.55409174389487,0.001
"12",0.738559686819229,0.001,0.545619402280924,0.001,1.00364825901064,0.001,0.287715845532332,0.001,0.716569440309587,0.001
"13",0.804107594046438,0.001,0.555670085074793,0.001,1.00482275935861,0.001,0.167459163093647,0.001,0.855523802766622,0.001
"14",0.561062197320249,0.001,0.356791943886008,0.001,1.01445138569007,0.001,0.113035625245592,0.001,0.548750790933195,0.001
"15",0.615149434921903,0.001,0.334346651001258,0.001,1.01844366054647,0.001,0.344037082213378,0.001,0.520077679715195,0.001
"16",0.729262852862172,0.001,0.376315750534875,0.001,1.00473489730954,0.001,0.176975455392114,0.001,0.364609486974656,0.001
"17",0.844533765570629,0.001,0.554717999991233,0.001,1.02266575245835,0.001,1.03051036482895,0.001,1.54126064724837,0.001
"18",0.731643606450223,0.001,0.482805236837004,0.001,1.00785413992181,0.001,0.523168492589937,0.001,0.720487201036567,0.001
"19",0.753042231617687,0.001,0.427651662494207,0.001,1.0163276713287,0.001,0.387459928574454,0.001,0.768691161969896,0.001
"20",0.582723386993881,0.001,0.283799879607257,0.001,1.01742523534965,0.001,0.101939176777961,0.001,0.371795883004895,0.001
"21",0.792662895533189,0.001,0.494751188674787,0.001,1.02575759632999,0.001,0.380782809505588,0.001,1.01157793631498,0.001
"22",0.893793086130105,0.001,0.575861353085817,0.001,1.01553609214604,0.001,1.35351482808223,0.001,1.45510799715311,0.001
"23",0.773430117344578,0.001,0.467171501403296,0.001,1.00103632843187,0.001,0.349722664065441,0.001,0.840290769824099,0.001
"24",0.674655623796899,0.001,0.512237915247719,0.001,1.03090209336993,0.001,0.163906803899228,0.001,0.550492305062864,0.001
"25",0.685399200670762,0.001,0.249667816807049,0.001,1.00224761707447,0.001,0.65481389227376,0.001,0.53165655919323,0.001
"26",0.76404142176677,0.001,0.359092824620067,0.001,1.00397455609661,0.001,1.43291133602767,0.001,0.901533682137236,0.001
"27",0.805076876446776,0.001,0.440602603615287,0.001,1.00603649144238,0.001,0.539129147478898,0.001,1.17001324741214,0.001
"28",0.852859419430107,0.001,0.388294876463836,0.001,1.0172798149697,0.001,2.13367655177162,0.001,1.49628999854685,0.001
"29",0.697820879733463,0.001,0.254229325228886,0.003,1.00375401716297,0.001,2.42958674644606,0.001,0.902855243599334,0.001
"30",0.831585108180404,0.001,0.497722224684084,0.001,1.0233909973782,0.001,0.837392660195732,0.001,1.4481996398652,0.001
"31",0.644205247692602,0.001,0.388314227584112,0.001,1.02277642601461,0.001,0.0724059660874716,0.001,0.361022461263045,0.001
"32",0.767716514458189,0.001,0.253124706146793,0.006,1.0070566621314,0.001,2.24483503376169,0.001,1.1379723057522,0.001
"33",0.769854390779227,0.001,0.591677112582339,0.001,1.0136005443222,0.001,0.327326738645238,0.001,1.25556000284775,0.001
"34",0.762917472742679,0.001,0.227507251713508,0.013,1.01516869828497,0.001,6.04115141682545,0.001,1.89800093862267,0.001
"35",0.843942320308074,0.001,0.343951725157459,0.001,1.0058340483152,0.001,3.15889318321956,0.001,2.1378693691957,0.001
"36",0.715596076293401,0.001,0.42431221561116,0.001,1.01300377396354,0.001,0.15980722342996,0.001,0.577351879929629,0.001
