"","Cmean","pval","I","pval.1","Lambda","pval.2","K","pval.3","K.star","pval.4"
"2",0.865201447256705,0.001,0.639965678576728,0.001,1.00558399116306,0.001,0.276103615289646,0.001,1.20884603608172,0.001
"3",0.907099087331581,0.001,0.40139600937658,0.001,1.00428445901012,0.001,2.72003510786204,0.001,1.78844187175281,0.001
"4",0.902125565726671,0.001,0.490660829940741,0.001,1.00550965889352,0.001,1.65752204734955,0.001,1.55279778492074,0.001
"5",0.886541866384779,0.001,0.503663700811267,0.001,1.0056336761883,0.001,3.40291397903722,0.001,2.48017045124637,0.001
"6",0.671973141381195,0.001,0.340253959247037,0.001,1.01077472687242,0.001,0.243292909424808,0.001,0.414945869296898,0.001
"7",0.659709104776578,0.001,0.253830735494496,0.001,1.00741050435051,0.001,0.0914955217701411,0.001,0.344307910851729,0.001
"8",0.847560564113624,0.001,0.374813405860437,0.001,1.00496293336206,0.001,3.02514309791431,0.001,1.50780311050869,0.001
"9",0.740356579575998,0.001,0.409589852686533,0.001,1.00764969716045,0.001,1.08222691552417,0.001,0.724996323836845,0.001
"10",0.560919791099245,0.001,0.269178260125346,0.001,1.00746278103442,0.001,0.066183203259091,0.001,0.296901140622822,0.001
"11",0.765791070320073,0.001,0.376100328613854,0.001,1.01080298436978,0.001,0.300414529153849,0.001,0.758743724278281,0.001
"12",0.837767361994035,0.001,0.499719166713848,0.001,1.01065686940074,0.001,0.286216554737627,0.001,0.851653182590132,0.001
"13",0.913924697942941,0.001,0.534435631071902,0.001,1.01065998527631,0.001,2.13044693608078,0.001,1.76454206979044,0.001
"14",0.851935975482688,0.001,0.424580052813409,0.001,1.01175098502144,0.001,0.454231192930011,0.001,1.04750008121051,0.001
"15",0.916350061897457,0.001,0.529669203631179,0.001,1.00122527748029,0.001,2.30062228395994,0.001,1.96579890418357,0.001
"16",0.526091132845996,0.001,0.248593735832763,0.001,1.00561335011682,0.001,1.56395304781214,0.001,0.563930607912632,0.001
"17",0.884309675119623,0.001,0.595940178269767,0.001,1.00174288977227,0.001,1.08937072375833,0.001,1.8244770867708,0.001
"18",0.75702233501466,0.001,0.482828086560385,0.001,1.01067420138707,0.001,0.191726339987192,0.001,0.58586787710517,0.001
"19",0.763649969754274,0.001,0.388914884895575,0.001,1.01068869346869,0.001,0.741674643431406,0.001,0.78233482451316,0.001
"20",0.891209406006548,0.001,0.485433155391485,0.001,1.00729265273737,0.001,1.31678433306174,0.001,1.40518816940145,0.001
"21",0.82405410916288,0.001,0.249232018659388,0.002,1.00548404730669,0.001,3.73610181304851,0.001,1.36811218134291,0.001
"22",0.759498716429743,0.001,0.445301679140248,0.001,1.00934505944702,0.001,0.382519924933259,0.001,0.813806946692554,0.001
"23",0.729684249936618,0.001,0.405747421214373,0.001,1.00549497263275,0.001,0.57890758794757,0.001,0.527090244252243,0.001
"24",0.800928963458801,0.001,0.380351499518627,0.001,1.00216962110101,0.001,1.10280674027745,0.001,0.721854741125599,0.001
"25",0.843443861302056,0.001,0.338491904243499,0.001,1.00499475695278,0.001,1.63409284706291,0.001,1.17206837631609,0.001
"26",0.592228337702408,0.001,0.28885076444388,0.001,1.00620317642777,0.001,0.105765873791453,0.001,0.420804830702262,0.001
"27",0.859813307895652,0.001,0.355498047562735,0.001,1.00059140634254,0.001,2.15065303521251,0.001,1.31026903063718,0.001
"28",0.612786512252673,0.001,0.320310590277384,0.001,1.00521021588928,0.001,0.15145749711235,0.001,0.449950590309503,0.001
"29",0.82226492525645,0.001,0.554030304102912,0.001,1.00967614475835,0.001,0.381346335914085,0.001,1.08406142386274,0.001
"30",0.7992184270505,0.001,0.372518034692455,0.001,1.00512738780132,0.001,0.716413087802159,0.001,0.742740755719516,0.001
"31",0.853017439073698,0.001,0.490446468651544,0.001,1.00542072848541,0.001,1.10128864234231,0.001,2.37635299465912,0.001
