no,Model,lnL,AIC,AICc,BIC,Cmean,pC,I,pI,Lambda,pL,K,pK,Kstar,pKs
22,SYM+I+G4,38683.586,77879.172,77991.541,79226.764,0.835993267,0.001,0.49398771,0.001,1.006349887,0.001,0.472815192,0.001,1.112896614,0.001
23,TN+F+G4,38688.391,77886.781,77998.180,79229.109,0.791918951,0.001,0.443785754,0.001,1.01254656,0.001,0.214692999,0.001,0.715723959,0.001
24,K3Pu+F+G4,38688.585,77887.170,77998.569,79229.498,0.831530373,0.001,0.31622912,0.001,1.017825161,0.001,2.777028677,0.001,1.443429177,0.001
25,TPM3u+F+I+G4,38684.958,77881.915,77994.284,79229.507,0.723852313,0.001,0.343025748,0.001,1.004259573,0.001,0.616395727,0.001,0.690961727,0.001
26,TPM3+F+I+G4,38684.961,77881.922,77994.290,79229.513,0.786473636,0.001,0.469205378,0.001,1.012576291,0.001,0.683150382,0.001,0.910988159,0.001
27,TPM2+F+G4,38688.594,77887.188,77998.587,79229.515,0.707282949,0.001,0.355588057,0.001,1.004457133,0.001,0.473123592,0.001,0.614212627,0.001
28,TPM2u+F+G4,38688.594,77887.188,77998.587,79229.515,0.632827182,0.001,0.307986945,0.001,1.006308726,0.001,0.605953644,0.001,0.523108798,0.001
29,TN+F+I+G4,38686.404,77884.808,77997.177,79232.400,0.739620239,0.001,0.246121842,0.001,1.000010517,0.001,0.718024675,0.001,0.71460389,0.001
30,TPM2u+F+I+G4,38686.577,77885.153,77997.522,79232.745,0.689214656,0.001,0.404123342,0.001,1.017844385,0.001,0.108377687,0.001,0.461455783,0.001
31,TPM2+F+I+G4,38686.583,77885.166,77997.535,79232.758,0.824366095,0.001,0.451554305,0.001,1.007028555,0.001,0.879601778,0.001,1.079930674,0.001
32,K3Pu+F+I+G4,38686.585,77885.170,77997.539,79232.762,0.75330379,0.001,0.301449335,0.001,1.000008697,0.001,3.488271253,0.001,1.162209031,0.001
33,TIM3+F+G4,38686.867,77885.734,77998.103,79233.325,0.910666631,0.001,0.402835217,0.001,1.004805029,0.001,8.371103596,0.001,4.114923723,0.001
34,F81+F+G4,38698.000,77902.000,78011.476,79233.800,0.880407731,0.001,0.423796747,0.001,1.001075596,0.001,4.495836526,0.001,2.391157031,0.001
35,TIM+F+G4,38688.381,77888.762,78001.131,79236.353,0.923592374,0.001,0.472501199,0.001,1.006500182,0.001,2.569204811,0.001,2.458482621,0.001
36,TIM3+F+I+G4,38684.749,77883.498,77996.842,79236.354,0.856496869,0.001,0.628316819,0.001,1.00740961,0.001,0.306424504,0.001,1.206149899,0.001
37,TIM2+F+G4,38688.389,77888.778,78001.147,79236.370,0.874692115,0.001,0.372338379,0.001,1.000488793,0.001,5.100162565,0.001,2.44644548,0.001
38,F81+F+I+G4,38696.006,77900.012,78010.447,79237.075,0.591508161,0.001,0.465177354,0.001,1.000568339,0.001,0.149335279,0.001,0.398763394,0.001
39,TIM+F+I+G4,38686.358,77886.715,78000.059,79239.571,0.719813385,0.001,0.403207933,0.001,1.016550639,0.001,0.154874976,0.001,0.554205005,0.001
40,TIM2+F+I+G4,38686.360,77886.719,78000.063,79239.575,0.846337847,0.001,0.559972214,0.001,1.001918896,0.001,0.441568849,0.001,1.505370627,0.001
41,TVM+F+G4,38687.045,77888.090,78001.434,79240.946,0.898566864,0.001,0.439552844,0.001,1.003644477,0.001,2.123366878,0.001,1.698081765,0.001
42,TVM+F+I+G4,38684.918,77885.837,78000.160,79243.956,0.591491703,0.001,0.35543792,0.001,1.019893127,0.001,0.453636831,0.001,0.530664951,0.001
43,GTR+F+G4,38686.846,77889.692,78004.016,79247.812,0.871890319,0.001,0.573021977,0.001,1.004190193,0.001,1.285870483,0.001,1.736342333,0.001
44,GTR+F+I+G4,38684.723,77887.446,78002.754,79250.830,0.809399604,0.001,0.481201534,0.001,1.000554322,0.001,0.532780661,0.001,1.008634235,0.001
45,K2P+I,40044.947,80591.893,80699.465,81913.165,0.818007421,0.001,0.474355664,0.001,1.010219716,0.001,0.954705736,0.001,1.096007825,0.001
46,TIM2e+I,40038.657,80583.313,80692.789,81915.113,0.725727944,0.001,0.288312012,0.001,1.00624085,0.001,1.11339311,0.001,0.782279,0.001
47,TNe+I,40043.531,80591.062,80699.582,81917.597,0.698806742,0.001,0.290515291,0.001,1.006969841,0.001,0.475222574,0.001,0.736890905,0.001
48,K3P+I,40044.905,80593.809,80702.330,81920.345,0.868928379,0.001,0.538513722,0.001,1.018520685,0.001,0.746571263,0.001,1.590180724,0.001
49,JC+I,40053.803,80607.606,80714.233,81923.614,0.841338606,0.001,0.444728199,0.001,1.009853418,0.001,1.275431968,0.001,0.91439266,0.001
50,TIM3e+I,40043.040,80592.080,80701.555,81923.879,0.746627147,0.001,0.218788794,0.007,1.008135796,0.001,2.497800016,0.001,0.885199948,0.001
51,TVMe+I,40039.524,80587.047,80697.482,81924.111,0.723942543,0.001,0.253516783,0.001,1.004427369,0.001,1.317686417,0.001,0.745669858,0.001
52,TIMe+I,40043.490,80592.979,80702.455,81924.779,0.838827805,0.001,0.476022775,0.001,1.005322182,0.001,0.392414635,0.001,1.277462178,0.001
53,SYM+I,40038.123,80586.247,80697.646,81928.575,0.861540502,0.001,0.350458691,0.001,1.010902894,0.001,3.348636994,0.001,1.580617717,0.001
54,HKY+F+I,40048.300,80604.601,80715.036,81941.665,0.658423253,0.001,0.19137245,0.006,1.004242941,0.001,1.826876214,0.001,0.658437995,0.001
55,TPM3+F+I,40046.072,80602.144,80713.543,81944.472,0.644158403,0.001,0.316471585,0.001,1.008118197,0.001,0.500934734,0.001,0.470002844,0.001
56,TPM3u+F+I,40046.072,80602.144,80713.543,81944.472,0.573852669,0.001,0.337052828,0.001,1.00997499,0.001,0.191794648,0.001,0.429131758,0.001
57,TPM2+F+I,40046.305,80602.610,80714.010,81944.938,0.497647963,0.001,0.30483611,0.001,1.008728484,0.001,0.080321825,0.001,0.261923804,0.001
58,TPM2u+F+I,40046.305,80602.610,80714.010,81944.938,0.7110206,0.001,0.210886724,0.003,1.003923157,0.001,2.009071418,0.001,0.779979614,0.001
59,TN+F+I,40046.927,80603.855,80715.254,81946.182,0.830299182,0.001,0.316141339,0.001,1.008575814,0.001,2.284006438,0.001,1.265713711,0.001
60,K3Pu+F+I,40048.271,80606.542,80717.941,81948.870,0.805341269,0.001,0.391821341,0.001,1.00486772,0.001,1.282008562,0.001,0.841550946,0.001
61,TIM3+F+I,40044.700,80601.399,80713.768,81948.991,0.779531777,0.001,0.20875346,0.014,1.003294663,0.001,4.564327827,0.001,1.476795616,0.001
62,TIM2+F+I,40044.947,80601.894,80714.263,81949.485,0.734589133,0.001,0.380032731,0.001,1.013178599,0.001,1.935285934,0.001,0.892634683,0.001
63,F81+F+I,40057.056,80620.111,80729.587,81951.911,0.678933871,0.001,0.371652053,0.001,1.004738678,0.001,0.342579262,0.001,0.725716559,0.001
64,TIM+F+I,40046.898,80605.796,80718.165,81953.388,0.728987936,0.001,0.333487795,0.001,1.0129989,0.001,0.5753998,0.001,0.960767498,0.001
65,TVM+F+I,40044.041,80602.081,80715.425,81954.937,0.677841595,0.001,0.358058821,0.001,1.008485908,0.001,0.607032732,0.001,0.73324962,0.001
66,GTR+F+I,40042.683,80601.366,80715.689,81959.486,0.791383449,0.001,0.5019505,0.001,1.00418366,0.001,0.362952661,0.001,1.266035473,0.001
67,K2P,40916.777,82333.555,82440.182,83649.562,0.636158447,0.001,0.270587539,0.001,1.00914487,0.001,0.763500965,0.001,0.525840071,0.001
68,TNe,40915.390,82332.781,82440.352,83654.052,0.740599667,0.001,0.342286271,0.001,1.010143817,0.001,0.221997112,0.001,0.686880017,0.001
69,TIM2e,40912.905,82329.809,82438.330,83656.345,0.690785957,0.001,0.235718648,0.001,1.018774829,0.001,0.449110295,0.001,0.436493778,0.001
70,K3P,40916.734,82335.468,82443.039,83656.739,0.571272235,0.001,0.256129612,0.001,1.009205718,0.001,0.136032247,0.001,0.430430651,0.001
71,JC,40925.499,82348.997,82454.685,83659.741,0.861388118,0.001,0.569685726,0.001,1.011775513,0.001,0.298244475,0.001,1.039505258,0.001
72,TIM3e,40915.327,82334.654,82443.175,83661.189,0.805279834,0.001,0.409610048,0.001,1.006531015,0.001,1.391885989,0.001,1.1782905,0.001
73,TIMe,40915.351,82334.702,82443.223,83661.237,0.871816829,0.001,0.516351927,0.001,1.010164006,0.001,1.556873822,0.001,1.207641645,0.001
74,TVMe,40914.169,82334.337,82443.813,83666.137,0.761368789,0.001,0.52851085,0.001,1.008801008,0.001,0.293500555,0.001,0.978553069,0.001
75,SYM,40912.789,82333.578,82444.013,83670.642,0.688377364,0.001,0.265538169,0.001,1.006580363,0.001,0.323172427,0.001,0.677443158,0.001
76,HKY+F,40920.011,82346.022,82455.497,83677.822,0.858010671,0.001,0.524338099,0.001,1.025205993,0.001,1.711592047,0.001,1.42525753,0.001
77,TN+F,40918.720,82345.440,82455.875,83682.504,0.86770655,0.001,0.49249429,0.001,1.01146048,0.001,0.351797846,0.001,1.233932949,0.001
78,TPM3+F,40918.883,82345.765,82456.200,83682.829,0.800635618,0.001,0.493860827,0.001,1.001141819,0.001,0.431508011,0.001,1.056075366,0.001
79,TPM3u+F,40918.883,82345.765,82456.200,83682.829,0.687992734,0.001,0.288388474,0.001,1.008074444,0.001,0.651805758,0.001,0.711938449,0.001
80,TPM2+F,40919.418,82346.836,82457.271,83683.900,0.677446039,0.001,0.467793318,0.001,1.011570871,0.001,0.596800108,0.001,0.58355985,0.001
81,TPM2u+F,40919.418,82346.836,82457.271,83683.900,0.869459269,0.001,0.479085941,0.001,1.005910343,0.001,1.131121606,0.001,1.384531308,0.001
82,K3Pu+F,40919.982,82347.964,82458.399,83685.028,0.722851042,0.001,0.329182652,0.001,1.010145932,0.001,0.233745276,0.001,0.742382636,0.001
83,TIM3+F,40917.593,82345.186,82456.585,83687.513,0.557192766,0.001,0.233504061,0.001,1.014778127,0.001,0.60800041,0.001,0.595971634,0.001
84,F81+F,40928.615,82361.229,82469.750,83687.765,0.71254194,0.001,0.505014119,0.001,1.011539076,0.001,0.186919438,0.001,0.57733509,0.001
85,TIM2+F,40918.132,82346.265,82457.664,83688.592,0.732363405,0.001,0.325306289,0.001,1.008242486,0.001,0.250903496,0.001,0.881672047,0.001
86,TIM+F,40918.694,82347.389,82458.788,83689.716,0.766060205,0.001,0.475802966,0.001,1.003328731,0.001,0.458361352,0.001,0.674101267,0.001
87,TVM+F,40918.249,82348.498,82460.867,83696.090,0.811736748,0.001,0.469419561,0.001,1.01474036,0.001,0.2971497,0.001,1.003157658,0.001
88,GTR+F,40916.965,82347.930,82461.273,83700.786,0.562477775,0.001,0.366997789,0.001,1.014738539,0.001,0.136776037,0.001,0.425603156,0.001
