no,Model,lnL,AIC,AICc,BIC,Cmean,pC,I,pI,Lambda,pL,K,pK,Kstar,pKs
15,TVMe+I+G4,40142.760,80795.520,80906.920,82137.848,0.526091133,0.001,0.248593736,0.001,1.00561335,0.001,1.563953048,0.001,0.563930608,0.001
16,SYM+G4,40143.282,80796.564,80907.963,82138.892,0.884309675,0.001,0.595940178,0.001,1.00174289,0.001,1.089370724,0.001,1.824477087,0.001
17,TPM3u+F+G4,40143.760,80797.520,80908.919,82139.847,0.757022335,0.001,0.482828087,0.001,1.010674201,0.001,0.19172634,0.001,0.585867877,0.001
18,TPM3+F+G4,40143.760,80797.521,80908.920,82139.848,0.76364997,0.001,0.388914885,0.001,1.010688693,0.001,0.741674643,0.001,0.782334825,0.001
19,HKY+F+I+G4,40143.860,80797.721,80909.120,82140.049,0.891209406,0.001,0.485433155,0.001,1.007292653,0.001,1.316784333,0.001,1.405188169,0.001
20,TN+F+G4,40144.082,80798.164,80909.563,82140.492,0.824054109,0.001,0.249232019,0.002,1.005484047,0.001,3.736101813,0.001,1.368112181,0.001
21,TPM2+F+G4,40144.461,80798.921,80910.321,82141.249,0.759498716,0.001,0.445301679,0.001,1.009345059,0.001,0.382519925,0.001,0.813806947,0.001
22,TPM2u+F+G4,40144.461,80798.921,80910.321,82141.249,0.72968425,0.001,0.405747421,0.001,1.005494973,0.001,0.578907588,0.001,0.527090244,0.001
23,K3Pu+F+G4,40144.477,80798.953,80910.352,82141.281,0.800928963,0.001,0.3803515,0.001,1.002169621,0.001,1.10280674,0.001,0.721854741,0.001
24,JC+G4,40163.997,80827.995,80934.622,82144.002,0.843443861,0.001,0.338491904,0.001,1.004994757,0.001,1.634092847,0.001,1.172068376,0.001
25,SYM+I+G4,40142.478,80796.955,80909.324,82144.547,0.592228338,0.001,0.288850764,0.001,1.006203176,0.001,0.105765874,0.001,0.420804831,0.001
26,TPM3u+F+I+G4,40142.908,80797.815,80910.184,82145.407,0.859813308,0.001,0.355498048,0.001,1.000591406,0.001,2.150653035,0.001,1.310269031,0.001
27,TPM3+F+I+G4,40142.914,80797.828,80910.197,82145.419,0.612786512,0.001,0.32031059,0.001,1.005210216,0.001,0.151457497,0.001,0.44995059,0.001
28,TIM3+F+G4,40143.207,80798.414,80910.783,82146.005,0.822264925,0.001,0.554030304,0.001,1.009676145,0.001,0.381346336,0.001,1.084061424,0.001
29,TN+F+I+G4,40143.302,80798.605,80910.973,82146.196,0.799218427,0.001,0.372518035,0.001,1.005127388,0.001,0.716413088,0.001,0.742740756,0.001
30,TPM2u+F+I+G4,40143.690,80799.381,80911.750,82146.973,0.853017439,0.001,0.490446469,0.001,1.005420728,0.001,1.101288642,0.001,2.376352995,0.001
31,TPM2+F+I+G4,40143.699,80799.398,80911.767,82146.990,0.874033261,0.001,0.518277343,0.001,1.010651657,0.001,0.829427592,0.001,1.646947619,0.001
32,K3Pu+F+I+G4,40143.701,80799.401,80911.770,82146.993,0.683184484,0.001,0.466515113,0.001,1.005725583,0.001,0.098653943,0.001,0.372898304,0.001
33,TIM2+F+G4,40143.913,80799.826,80912.194,82147.417,0.756966951,0.001,0.484877464,0.001,1.004278057,0.001,0.372360523,0.001,0.55191872,0.001
34,TIM+F+G4,40143.927,80799.854,80912.223,82147.446,0.772041055,0.001,0.459343395,0.001,1.010637949,0.001,0.448795949,0.001,1.030049225,0.001
35,JC+I+G4,40163.244,80828.487,80936.059,82149.759,0.703260332,0.001,0.341832291,0.001,1.010634885,0.001,1.769620248,0.001,0.909533487,0.001
36,TIM3+F+I+G4,40142.321,80798.642,80911.985,82151.498,0.6587104,0.001,0.424341506,0.001,1.003907175,0.001,0.148957853,0.001,0.500830906,0.001
37,TIM2+F+I+G4,40143.100,80800.200,80913.544,82153.056,0.849609606,0.001,0.485762547,0.001,1.010369513,0.001,0.370552398,0.001,1.175062899,0.001
38,TIM+F+I+G4,40143.105,80800.211,80913.554,82153.066,0.728787674,0.001,0.448362733,0.001,1.002345179,0.001,0.188251848,0.001,0.520569716,0.001
39,TVM+F+G4,40143.427,80800.853,80914.197,82153.709,0.76504878,0.001,0.463609751,0.001,1.005419026,0.001,0.134669806,0.001,0.603246041,0.001
40,TVM+F+I+G4,40142.563,80801.126,80915.450,82159.246,0.47678314,0.001,0.336515839,0.001,1.01219066,0.001,0.545092129,0.001,0.353833055,0.001
41,GTR+F+G4,40142.877,80801.754,80916.077,82159.874,0.893612982,0.001,0.415120118,0.001,1.005168711,0.001,0.897424157,0.001,1.323858321,0.001
42,GTR+F+I+G4,40141.997,80801.994,80917.302,82165.378,0.859705536,0.001,0.484354658,0.001,1.00577201,0.001,1.480353041,0.001,1.116565947,0.001
43,F81+F+G4,40164.443,80834.885,80944.361,82166.685,0.737836839,0.001,0.509764645,0.001,1.005494547,0.001,0.354819371,0.001,0.698420005,0.001
44,F81+F+I+G4,40163.653,80835.305,80945.740,82172.369,0.66468674,0.001,0.301367674,0.001,1.010606536,0.001,0.215940711,0.001,0.648351383,0.001
45,K2P+I,41619.143,83740.286,83847.858,85061.558,0.744593925,0.001,0.408831486,0.001,1.001316925,0.001,0.742417978,0.001,0.818344558,0.001
46,TNe+I,41619.020,83742.040,83850.561,85068.576,0.75319116,0.001,0.381468866,0.001,1.000605027,0.001,0.791173886,0.001,0.812389396,0.001
47,K3P+I,41619.055,83742.110,83850.630,85068.645,0.754162594,0.001,0.30288543,0.001,1.012296211,0.001,0.643064996,0.001,0.74740998,0.001
48,TIM2e+I,41618.785,83743.570,83853.046,85075.370,0.824709768,0.001,0.340188287,0.001,1.011049644,0.001,1.62155643,0.001,0.943198156,0.001
49,TIM3e+I,41618.789,83743.578,83853.053,85075.378,0.726627654,0.001,0.193955999,0.003,1.001190102,0.001,2.163663562,0.001,0.732369083,0.001
50,TIMe+I,41618.940,83743.881,83853.356,85075.680,0.86564655,0.001,0.536281301,0.001,1.003816363,0.001,0.452034222,0.001,1.660804696,0.001
51,TVMe+I,41618.579,83745.158,83855.593,85082.222,0.655381037,0.001,0.316338115,0.001,1.000333426,0.001,0.112805397,0.001,0.416100827,0.001
52,HKY+F+I,41619.615,83747.229,83857.664,85084.293,0.824461145,0.001,0.454293473,0.001,1.009813415,0.001,0.259724414,0.001,0.940256675,0.001
53,SYM+I,41618.469,83746.939,83858.338,85089.266,0.759991725,0.001,0.369174362,0.001,1.003953491,0.001,0.588562863,0.001,0.605709681,0.001
54,TPM3u+F+I,41618.560,83747.120,83858.520,85089.448,0.594685216,0.001,0.20864585,0.001,1.01225294,0.001,1.312027933,0.001,0.620467536,0.001
55,TPM3+F+I,41618.561,83747.122,83858.521,85089.449,0.412714624,0.001,0.202325361,0.001,1.003144545,0.001,0.086961846,0.001,0.234041978,0.001
56,TN+F+I,41619.325,83748.650,83860.049,85090.977,0.829417929,0.001,0.359279574,0.001,1.00046695,0.001,0.78709469,0.001,0.778538038,0.001
57,TPM2u+F+I,41619.505,83749.009,83860.409,85091.337,0.66668744,0.001,0.269435241,0.001,1.001571974,0.001,1.159495806,0.001,0.639637378,0.001
58,TPM2+F+I,41619.506,83749.011,83860.411,85091.339,0.768029886,0.001,0.477899162,0.001,1.003040572,0.001,0.42163034,0.001,0.864924328,0.001
59,K3Pu+F+I,41619.538,83749.075,83860.475,85091.403,0.723466312,0.001,0.317846351,0.001,1.012482814,0.001,0.19906282,0.001,0.665643402,0.001
60,JC+I,41638.296,83776.593,83883.220,85092.600,0.71775897,0.001,0.296067196,0.001,1.000638692,0.001,0.339234937,0.001,0.665429527,0.001
61,TIM3+F+I,41618.271,83748.543,83860.912,85096.134,0.852139703,0.001,0.564625196,0.001,1.020939497,0.001,0.297369561,0.001,1.102477843,0.001
62,TIM2+F+I,41619.225,83750.449,83862.818,85098.041,0.557060184,0.001,0.251888182,0.001,1.000819574,0.001,0.162785613,0.001,0.320678067,0.001
63,TIM+F+I,41619.257,83750.513,83862.882,85098.105,0.860625159,0.001,0.45334926,0.001,1.012341916,0.001,2.595471127,0.001,1.436358307,0.001
64,TVM+F+I,41618.374,83750.747,83864.091,85103.603,0.461413089,0.001,0.218536115,0.001,1.001293268,0.001,0.114785706,0.001,0.302630492,0.001
65,GTR+F+I,41618.086,83752.171,83866.495,85110.291,0.825616269,0.001,0.443945182,0.001,1.002469012,0.001,0.899137698,0.001,0.907176288,0.001
66,F81+F+I,41638.711,83783.421,83892.897,85115.221,0.673263281,0.001,0.230442145,0.001,1.000577027,0.001,1.038989337,0.001,0.605784733,0.001
67,K2P,42412.387,85324.773,85431.400,86640.781,0.881303156,0.001,0.482220925,0.001,1.000511521,0.001,1.12563525,0.001,1.751646905,0.001
68,TNe,42412.306,85326.612,85434.183,86647.884,0.74111212,0.001,0.407553012,0.001,1.005708864,0.001,0.30148791,0.001,0.784338553,0.001
69,K3P,42412.308,85326.615,85434.187,86647.887,0.859265445,0.001,0.452246668,0.001,1.014093668,0.001,0.617690935,0.001,1.055198586,0.001
70,TIM2e,42411.961,85327.922,85436.443,86654.458,0.733836596,0.001,0.24048077,0.001,1.002320285,0.001,0.370259727,0.001,0.622776166,0.001
71,TIMe,42412.231,85328.463,85436.984,86654.998,0.820881531,0.001,0.467563512,0.001,1.017455028,0.001,1.282837643,0.001,1.22360019,0.001
72,TIM3e,42412.309,85328.618,85437.138,86655.153,0.593169485,0.001,0.242615376,0.001,1.012804115,0.001,0.282497187,0.001,0.42305385,0.001
73,TVMe,42411.972,85329.944,85439.419,86661.743,0.622080886,0.001,0.338743275,0.001,1.000006878,0.001,0.376415105,0.001,0.558950872,0.001
74,HKY+F,42413.392,85332.785,85442.260,86664.584,0.686712532,0.001,0.241923668,0.001,1.005103968,0.001,1.624142912,0.001,1.074458878,0.001
75,SYM,42411.893,85331.786,85442.221,86668.850,0.837990773,0.001,0.474110268,0.001,1.013973626,0.001,0.493941785,0.001,1.247217456,0.001
76,TPM3u+F,42413.081,85334.161,85444.596,86671.225,0.69771159,0.001,0.317946135,0.001,1.005459439,0.001,0.683249211,0.001,0.694704201,0.001
77,TPM3+F,42413.081,85334.162,85444.597,86671.226,0.888203764,0.001,0.418958881,0.001,1.005518596,0.001,2.604190747,0.001,1.81652133,0.001
78,TN+F,42413.161,85334.322,85444.757,86671.386,0.654352339,0.001,0.241953743,0.001,0.999994305,0.001,0.524488783,0.001,0.498354825,0.001
79,JC,42431.341,85360.683,85466.370,86671.426,0.839419922,0.001,0.36935107,0.001,1.005660594,0.001,0.985455853,0.001,1.270835663,0.001
80,TPM2u+F,42413.206,85334.412,85444.846,86671.475,0.651922328,0.001,0.36738094,0.001,1.006703699,0.001,0.155198099,0.001,0.511977031,0.001
81,TPM2+F,42413.207,85334.413,85444.848,86671.477,0.743717045,0.001,0.346140444,0.001,1.008513939,0.001,0.635708813,0.001,0.520504548,0.001
82,K3Pu+F,42413.322,85334.644,85445.079,86671.708,0.698211147,0.001,0.398453917,0.001,1.01400666,0.001,0.179520983,0.001,0.605437266,0.001
83,TIM3+F,42412.854,85335.707,85447.106,86678.035,0.749117003,0.001,0.468488894,0.001,1.013993763,0.001,0.357146696,0.001,0.718392078,0.001
84,TIM2+F,42412.982,85335.965,85447.364,86678.292,0.800323594,0.001,0.410307956,0.001,1.001408437,0.001,0.741775019,0.001,1.039110808,0.001
85,TIM+F,42413.094,85336.188,85447.587,86678.515,0.72154936,0.001,0.419696493,0.001,1.014188671,0.001,1.339048593,0.001,0.86373954,0.001
86,TVM+F,42412.832,85337.663,85450.032,86685.255,0.809365141,0.001,0.403343099,0.001,1.010818922,0.001,0.232698658,0.001,0.820274484,0.001
87,GTR+F,42412.601,85339.202,85452.546,86692.058,0.69277723,0.001,0.390042328,0.001,1.003253319,0.001,0.153098378,0.001,0.54347264,0.001
88,F81+F,42432.332,85368.664,85477.185,86695.200,0.798724685,0.001,0.379869225,0.001,1.014187946,0.001,2.27900218,0.001,0.921674925,0.001
